2014-01-08,59.009998,59.290001,58.860001,58.950001,48.651562,945100
2014-01-10,59.580002,59.720001,59.400002,59.490002,49.097229,687000
2014-01-13,58.799999,59.029999,58.279999,58.560001,48.3297,998600
2014-01-14,58.880001,59.779999,58.650002,59.580002,49.171501,1049700
2014-01-21,60.459999,60.490002,59.66,59.990002,49.50988,847800
2014-02-05,56.610001,56.889999,56.52,56.75,46.835899,908000
2014-02-06,57.57,58.290001,57.5,57.860001,47.751984,836200
2014-02-12,59.299999,59.990002,59.240002,59.889999,49.427353,1911500
2014-02-19,61.049999,61.32,60.779999,60.91,50.26915,813000
2014-02-20,61.41,61.610001,61.169998,61.419998,50.690052,710600
2014-02-26,63.68,63.77,63.299999,63.419998,52.340652,1534700
2014-03-04,64.690002,64.739998,64.019997,64.019997,52.835846,996500
2014-03-10,64.480003,64.610001,63.93,64.510002,53.240242,654400
2014-03-12,63.66,64.510002,63.529999,64.18,52.967899,1546800
2014-03-13,64.849998,64.849998,63.0,63.0,51.994038,1393800
2014-03-14,63.43,64.25,63.330002,63.740002,52.604763,1062900
2014-03-17,64.599998,64.970001,64.470001,64.699997,53.397049,1110600
2014-03-20,63.360001,64.330002,63.349998,63.77,53.282894,1039100
2014-03-26,65.309998,65.540001,65.080002,65.129997,54.419235,663700
2014-03-31,66.050003,66.300003,65.419998,65.599998,54.811947,621800
2014-04-01,65.980003,66.169998,65.849998,66.0,55.14616,554300
2014-04-04,66.519997,66.75,66.169998,66.260002,55.363411,591200
2014-04-15,68.309998,68.309998,67.110001,67.739998,56.600014,845000
2014-04-25,68.650002,68.800003,68.360001,68.5,57.235035,825400
2014-04-30,71.120003,71.400002,70.239998,71.239998,59.524433,3414300
2014-05-01,70.900002,71.0,70.5,70.860001,59.206917,1068100
2014-05-02,70.440002,70.82,70.25,70.470001,58.881062,3239500
2014-05-05,70.169998,71.050003,70.050003,70.970001,59.298836,673700
2014-05-12,71.919998,72.019997,71.589996,71.779999,59.975636,1748500
2014-05-15,70.779999,70.800003,69.910004,70.290001,58.730663,1108000
2014-05-27,70.910004,71.230003,70.769997,71.010002,59.332256,761600
2014-06-11,70.209999,70.269997,69.93,70.129997,59.296741,542600
2014-06-12,70.610001,71.260002,70.580002,70.919998,59.964706,796600
2014-07-01,72.849998,73.089996,72.540001,72.769997,61.528931,411900
2014-07-03,71.970001,72.220001,71.879997,72.099998,60.962418,554700
2014-08-01,64.849998,65.089996,64.040001,64.699997,54.705532,2027200
2014-08-28,65.43,65.620003,65.239998,65.260002,55.179031,570900
2014-10-08,59.619999,60.549999,59.029999,60.369999,51.692265,1489400
2014-10-21,56.240002,57.110001,56.119999,56.990002,48.798115,3356600
2014-10-28,58.029999,58.369999,57.700001,58.09,49.739994,1231100
2014-10-29,59.459999,59.860001,58.060001,58.639999,50.210938,1188400
2014-11-24,60.16,60.43,59.880001,60.43,51.743645,1053100
2015-01-05,49.119999,49.189999,47.549999,48.060001,41.743408,4215000
2015-01-06,47.970001,48.860001,47.310001,47.66,41.395977,4408500
2015-01-09,49.310001,49.400002,48.189999,48.639999,42.247173,2510300
2015-01-27,52.450001,53.119999,52.259998,53.099998,46.120987,1484300
2015-02-02,53.099998,53.93,53.060001,53.759998,46.694248,2039500
2015-02-03,54.98,55.860001,54.93,55.459999,48.170811,2259200
2015-02-06,54.299999,54.529999,53.639999,53.669998,46.616074,2549500
2015-02-11,53.060001,53.5,52.529999,53.32,46.312073,1067100
2015-02-12,53.900002,54.66,53.75,54.5,47.336983,2401600
2015-02-13,54.029999,54.459999,53.959999,54.139999,47.024296,1188600
2015-02-19,52.27,52.57,51.830002,52.16,45.304543,1855000
2015-02-27,53.630001,54.240002,53.470001,53.630001,46.581333,3951800
2015-03-04,52.560001,52.82,52.18,52.82,45.877789,786100
2015-03-13,47.34,47.43,46.610001,47.16,40.961689,1560200
2015-03-16,46.939999,47.48,46.790001,47.48,41.239632,895400
2015-03-18,47.959999,49.57,47.73,49.330002,43.470074,1440100
2015-04-14,51.619999,52.18,51.52,52.009998,45.831715,800600
2015-04-17,52.419998,52.919998,52.369999,52.82,46.545494,1035200
2015-04-28,54.689999,54.77,54.049999,54.48,48.008305,1871800
2015-05-15,52.75,53.549999,52.5,53.549999,47.188778,728700
2015-05-28,51.060001,51.299999,50.439999,51.16,45.082684,1088800
2015-06-19,50.119999,50.32,49.830002,49.889999,44.54636,567100
2015-08-19,47.84,48.049999,47.220001,47.68,42.573071,1805700
2015-08-24,44.060001,44.939999,43.060001,43.77,39.081867,5642400
2015-09-11,45.259998,45.330002,44.830002,45.119999,40.287262,1764200
2015-09-21,45.959999,46.139999,45.330002,45.549999,40.671211,3566100
2015-09-22,44.290001,44.580002,43.970001,44.48,39.71582,2969300
2015-09-23,44.970001,44.970001,43.880001,43.880001,39.795628,2694400
2015-10-02,45.830002,47.360001,45.740002,47.200001,42.806595,2157400
2015-10-06,48.98,50.360001,48.939999,49.869999,45.228081,2505300
2015-10-12,51.43,51.459999,51.029999,51.349998,46.570305,1134200
2015-10-16,52.029999,52.130001,51.470001,51.970001,47.132603,797800
2015-11-04,50.57,50.799999,49.950001,50.25,45.572708,1151400
2015-11-17,49.18,49.509998,48.779999,48.950001,44.393707,2155900
2015-12-01,49.580002,49.950001,49.470001,49.630001,45.010418,1494200
2015-12-02,49.669998,50.009998,48.57,48.57,44.04908,3365600
2015-12-03,49.380001,49.41,48.0,48.240002,43.749798,2362500
2016-01-06,42.57,42.849998,42.450001,42.650002,39.244888,2542400
2016-01-21,39.950001,41.209999,39.639999,41.009998,37.735825,1997600
2016-01-27,42.68,43.970001,42.580002,43.27,39.815388,1613600
2016-02-09,41.869999,42.060001,40.91,41.400002,38.094688,2636800
2016-02-11,40.580002,40.860001,40.080002,40.619999,37.376965,1579900
2016-02-12,41.59,43.040001,41.5,42.990002,39.557743,6238800
2016-02-16,43.540001,43.59,42.490002,42.639999,39.235683,6911000
2016-02-18,44.400002,44.490002,43.650002,44.029999,40.514709,5937200
2016-03-08,47.110001,47.139999,46.209999,46.23,42.53907,1944200
2016-03-10,46.310001,46.610001,45.630001,45.689999,42.042179,2786000
2016-03-15,46.060001,46.529999,45.939999,46.32,42.62188,910300
2016-03-18,47.740002,48.0,47.59,47.82,44.651848,1717400
2016-03-21,47.02,47.299999,46.509998,46.720001,43.624725,2768400
