2014-01-03,137.059998,138.5,137.050003,137.619995,124.085045,3177400
2014-01-06,139.399994,139.759995,137.800003,138.410004,124.797371,4196500
2014-01-07,138.580002,141.100006,138.5,140.509995,126.690819,4238500
2014-01-09,141.509995,142.520004,140.539993,142.130005,128.151489,4052500
2014-01-14,140.850006,141.699997,137.800003,140.009995,126.239998,8441600
2014-01-21,141.460007,142.460007,140.809998,141.669998,127.736732,3240600
2014-01-22,142.309998,144.570007,141.869995,144.369995,130.171188,4388700
2014-01-23,143.100006,143.889999,141.100006,141.309998,127.412155,4491400
2014-01-24,140.399994,140.470001,136.320007,136.649994,123.210472,5856800
2014-01-29,131.699997,131.759995,128.070007,129.779999,117.016121,15993400
2014-01-30,131.699997,131.699997,125.199997,126.529999,114.08577,10406200
2014-01-31,124.459999,126.870003,123.080002,125.260002,112.940666,9732700
2014-02-03,124.239998,126.519997,122.75,123.080002,110.975067,9309600
2014-02-05,121.0,121.940002,118.769997,121.400002,109.460312,9689100
2014-02-06,121.790001,122.720001,121.510002,122.669998,110.605392,6738800
2014-02-07,123.75,127.209999,123.650002,127.019997,114.527565,8906300
2014-02-11,127.650002,130.690002,127.459999,130.160004,117.35878,7874000
2014-02-13,127.059998,129.940002,127.059998,129.5,117.422211,4203400
2014-02-19,130.110001,130.5,128.369995,128.389999,116.415756,5146600
2014-02-24,128.380005,130.800003,128.360001,129.589996,117.503822,4635700
2014-02-26,127.239998,127.940002,126.360001,126.610001,114.801765,4803600
2014-02-27,126.470001,128.559998,126.260002,128.559998,116.569893,4649700
2014-03-03,127.18,128.440002,126.519997,128.220001,116.261612,4847100
2014-03-04,129.380005,131.0,129.330002,130.229996,118.084145,5422800
2014-03-05,130.399994,130.800003,128.690002,128.789993,116.77845,4095200
2014-03-10,126.510002,127.279999,124.760002,126.889999,115.055641,7039200
2014-03-11,127.029999,127.269997,125.620003,125.669998,113.94944,4190000
2014-03-12,125.0,125.199997,123.809998,124.43,112.825096,5040100
2014-03-13,124.650002,125.610001,121.629997,121.889999,110.521965,6071200
2014-03-14,122.120003,124.279999,121.949997,123.110001,111.628189,5698400
2014-03-17,123.970001,125.82,123.919998,125.419998,113.722748,4380500
2014-03-18,125.589996,125.82,123.660004,124.040001,112.471443,4151600
2014-03-19,124.32,125.199997,121.370003,122.239998,110.83934,6673000
2014-03-20,122.589996,123.900002,121.379997,123.730003,112.190361,4601700
2014-03-21,124.059998,124.449997,122.5,122.580002,111.147614,7973600
2014-03-24,123.529999,123.949997,122.080002,123.419998,111.909286,4472500
2014-03-27,123.010002,124.300003,121.800003,123.209999,111.718872,3106000
2014-03-31,125.360001,126.040001,124.800003,125.489998,113.786209,2962000
2014-04-01,126.239998,128.399994,126.169998,128.210007,116.252541,3952800
