2014-01-03,74.800003,75.760002,74.599998,75.099998,70.897934,3206400
2014-01-07,74.940002,77.330002,74.940002,76.510002,72.229042,6542500
2014-01-08,76.330002,76.459999,75.480003,75.620003,71.388824,6172200
2014-01-10,76.199997,76.300003,74.550003,74.699997,70.520302,6632200
2014-01-16,74.129997,74.839996,72.150002,72.760002,68.688866,8892800
2014-01-28,71.650002,72.360001,71.470001,71.709999,67.697609,2932700
2014-01-29,71.389999,72.959999,70.839996,71.260002,67.272789,6005100
2014-02-10,70.910004,71.07,69.57,69.739998,65.837852,7774000
2014-02-11,69.760002,70.870003,69.580002,70.620003,66.668617,5543000
2014-02-12,70.910004,71.300003,69.980003,70.239998,66.309875,4120600
2014-02-13,70.129997,71.480003,69.93,71.209999,67.225594,3788000
2014-02-18,73.519997,74.620003,73.449997,73.830002,69.698997,5538400
2014-02-24,74.139999,76.769997,74.0,76.010002,71.757019,9559000
2014-02-25,75.980003,76.139999,75.129997,75.32,71.105629,3761800
2014-02-27,75.779999,76.410004,75.599998,76.019997,71.766449,4227300
2014-02-28,76.040001,77.709999,75.800003,77.269997,72.94651,6176600
2014-03-04,77.739998,78.57,77.540001,78.129997,73.758385,5164500
2014-03-17,76.139999,77.019997,76.089996,76.760002,72.726868,3517900
2014-03-18,76.970001,78.050003,76.769997,78.0,73.901703,3670800
2014-03-19,78.07,80.300003,77.940002,79.959999,75.758728,9060100
2014-03-20,79.580002,81.589996,79.43,81.529999,77.246216,7786500
2014-04-04,82.690002,82.93,81.370003,81.529999,77.246216,4788100
2014-04-08,81.07,81.550003,80.110001,80.660004,76.421951,4044900
2014-04-09,80.800003,81.559998,80.5,81.389999,77.113571,3308900
2014-04-11,79.769997,79.970001,78.82,78.949997,74.801788,3418700
2014-04-16,79.489998,79.540001,77.470001,78.190002,74.081726,8098100
2014-04-17,75.440002,76.650002,73.610001,75.779999,71.798347,13422900
2014-04-21,75.699997,76.480003,74.790001,74.949997,71.011955,6912500
2014-04-22,75.190002,76.190002,74.949997,75.760002,71.779411,6199400
2014-04-23,75.809998,76.07,75.110001,75.330002,71.371986,4645700
2014-04-24,76.150002,77.080002,75.910004,76.589996,72.565788,4604900
2014-04-25,76.57,77.290001,75.230003,75.660004,71.684654,5416200
2014-04-29,75.949997,76.209999,74.889999,75.199997,71.248833,4813200
2014-05-07,75.589996,77.949997,75.080002,77.910004,73.816437,6383500
2014-05-08,77.82,78.059998,76.739998,76.889999,72.850006,4943100
2014-05-15,77.160004,77.32,76.230003,76.480003,72.461578,3075200
2014-05-21,76.709999,77.879997,76.629997,77.720001,73.636421,2401200
2014-05-23,78.650002,79.0,78.360001,78.769997,74.631241,2251500
2014-05-29,78.599998,79.43,78.080002,79.370003,75.199707,3526800
2014-06-04,79.730003,80.57,79.480003,80.510002,76.279831,3552900
2014-06-05,80.480003,80.75,79.68,79.800003,75.607132,3453700
2014-06-13,79.339996,79.370003,78.599998,79.18,75.372253,2265200
2014-06-19,79.349998,80.790001,79.260002,80.510002,76.638313,4538600
2014-06-20,80.830002,81.489998,80.459999,81.410004,77.495018,7366500
2014-06-27,81.690002,82.110001,81.309998,82.0,78.056656,4755600
2014-07-02,81.800003,82.519997,81.07,82.489998,78.523079,3693500
2014-07-11,81.919998,83.129997,81.730003,82.870003,78.884811,2758400
2014-07-14,83.330002,84.690002,83.209999,84.269997,80.217484,3794500
2014-07-17,84.25,87.239998,83.43,85.110001,81.017075,7117900
2014-07-23,86.309998,86.550003,85.769997,85.940002,81.807175,2596300
2014-07-25,84.120003,85.010002,84.0,84.68,80.607773,3362600
2014-08-01,81.139999,82.07,80.559998,81.489998,77.571182,4625100
2014-08-05,81.830002,82.529999,80.57,80.989998,77.095207,4599500
2014-08-07,81.0,81.089996,79.160004,79.260002,75.448418,5465400
